,cldCvrAvg,cldCvrMax,cldCvrMin,country,dewPtAvg,dewPtMax,dewPtMin,feelsLikeAvg,feelsLikeMax,feelsLikeMin,postal_code,precip,relHumAvg,relHumMax,relHumMin,sfcPresAvg,sfcPresMax,sfcPresMin,snowfall,spcHumAvg,spcHumMax,spcHumMin,tempAvg,tempMax,tempMin,timestamp,wetBulbAvg,wetBulbMax,wetBulbMin,windSpdAvg,windSpdMax,windSpdMin,predicted,zips
1,13.0,25.0,4.0,us,52.8,55.2,50.7,66.9,77.4,53.2,20816,0.0,65.5,97.5,40.9,1022.4,1024.9,1019.9,0.0,8.3,9.1,7.7,66.1,76.4,53.2,2014-06-01T00:00:00-04:00,58.6,62.3,52.8,2.5,4.4,0.5,7,11590
2,25.0,48.0,10.0,us,54.6,60.6,49.5,70.1,82.1,55.1,20816,0.0,62.0,84.5,44.2,1018.2,1021.9,1013.4,0.0,9.0,11.2,7.4,69.0,81.4,55.1,2014-06-02T00:00:00-04:00,60.5,67.6,52.5,3.4,5.7,1.0,7,11590
3,47.0,97.0,22.0,us,64.2,70.7,59.4,77.2,88.7,65.1,20816,0.05,69.5,81.7,50.4,1010.5,1014.4,1006.8,0.0,12.8,15.9,10.7,75.2,85.8,65.1,2014-06-03T00:00:00-04:00,67.9,73.3,61.6,2.2,4.5,0.8,7,11590
4,49.0,94.0,26.0,us,62.3,67.1,57.1,77.5,86.4,66.9,20816,0.35,65.4,96.0,37.2,1005.9,1008.0,1003.3,0.0,12.0,14.1,9.9,76.6,86.4,66.9,2014-06-04T00:00:00-04:00,67.6,68.9,65.3,2.2,5.0,0.6,7,11590
5,56.0,100.0,19.0,us,59.9,67.5,52.5,70.7,79.0,62.3,20816,0.13,73.8,97.4,42.8,1002.9,1008.3,998.4,0.0,11.2,14.4,8.4,69.9,78.3,62.3,2014-06-05T00:00:00-04:00,63.9,67.8,59.2,4.8,8.1,1.1,7,11590
6,14.0,53.0,5.0,us,51.6,55.6,47.6,69.6,78.5,57.5,20816,0.0,56.1,79.4,39.5,1009.6,1011.4,1007.2,0.0,8.1,9.3,6.9,68.8,78.4,57.5,2014-06-06T00:00:00-04:00,59.1,63.3,53.9,3.1,5.8,0.7,7,11590
7,8.0,14.0,2.0,us,55.6,58.5,53.7,72.2,83.3,57.0,20816,0.0,61.2,91.8,36.7,1011.8,1013.7,1010.1,0.0,9.3,10.4,8.7,71.5,83.3,57.0,2014-06-07T00:00:00-04:00,62.1,66.2,55.6,1.3,2.4,0.2,7,11590
8,55.0,97.0,14.0,us,61.6,66.2,58.4,74.7,84.6,61.1,20816,0.14,68.8,92.3,47.6,1009.1,1011.3,1006.7,0.0,11.6,13.7,10.3,73.3,83.1,61.1,2014-06-08T00:00:00-04:00,65.8,70.1,59.7,3.8,7.1,0.4,7,11590
9,74.0,100.0,33.0,us,68.7,70.5,66.3,77.6,86.6,67.6,20816,0.79,81.8,98.5,64.8,1007.7,1009.0,1006.7,0.0,14.9,15.9,13.7,75.0,82.3,67.6,2014-06-09T00:00:00-04:00,70.6,73.7,67.0,2.1,4.6,0.6,7,11590
10,82.0,100.0,49.0,us,70.8,72.2,69.1,81.9,91.7,76.8,20816,0.16,80.6,93.4,56.6,1008.2,1010.1,1007.3,0.0,16.0,16.8,15.1,77.6,86.7,72.6,2014-06-10T00:00:00-04:00,72.8,74.7,70.8,1.4,2.7,0.3,7,11590
11,69.0,100.0,24.0,us,69.7,71.5,67.6,79.7,91.8,69.3,20816,0.92,83.7,95.3,58.8,1010.4,1012.1,1008.5,0.0,15.4,16.4,14.3,75.4,86.0,69.3,2014-06-11T00:00:00-04:00,71.5,75.4,68.2,3.5,7.0,0.9,7,11590
12,76.0,100.0,42.0,us,69.6,71.5,66.9,74.3,79.8,68.0,20816,0.29,93.3,97.5,86.0,1009.2,1011.4,1006.4,0.0,15.4,16.5,14.0,71.7,75.8,68.0,2014-06-12T00:00:00-04:00,70.2,72.6,67.3,3.7,6.1,2.0,7,11590
13,73.0,100.0,38.0,us,69.5,71.3,64.5,77.4,83.3,67.6,20816,0.5,87.1,97.1,71.7,1005.5,1007.5,1003.7,0.0,15.4,16.4,12.9,73.7,79.6,67.6,2014-06-13T00:00:00-04:00,70.8,73.3,65.6,1.8,3.3,0.3,7,11590
14,27.0,90.0,1.0,us,56.4,64.3,51.6,70.1,76.6,63.3,20816,0.0,66.7,90.9,45.4,1011.4,1015.6,1007.0,0.0,9.7,12.8,8.1,68.8,74.4,63.3,2014-06-14T00:00:00-04:00,61.6,65.3,57.9,5.2,8.1,1.6,7,11590
15,6.0,9.0,3.0,us,55.3,61.2,51.7,69.9,82.3,54.5,20816,0.0,64.2,91.3,41.4,1016.5,1018.7,1014.5,0.0,9.2,11.4,8.0,69.2,82.3,54.5,2014-06-15T00:00:00-04:00,60.9,67.0,53.1,1.8,3.2,0.4,7,11590
16,39.0,96.0,6.0,us,64.0,68.1,60.8,79.3,93.7,62.1,20816,0.0,67.3,95.5,38.8,1015.3,1017.1,1013.2,0.0,12.6,14.5,11.2,77.4,91.4,62.1,2014-06-16T00:00:00-04:00,68.6,73.4,61.3,1.6,4.3,0.2,7,11590
17,48.0,96.0,24.0,us,68.7,71.1,65.6,87.6,100.6,69.7,20816,0.0,64.5,88.3,45.1,1013.5,1015.8,1010.5,0.0,14.8,16.1,13.3,82.7,93.3,69.7,2014-06-17T00:00:00-04:00,73.0,77.1,67.3,2.9,4.8,1.3,7,11590
18,45.0,66.0,22.0,us,70.3,74.0,66.7,91.2,101.9,79.2,20816,0.0,61.8,79.7,48.9,1011.1,1013.1,1009.7,0.0,15.7,17.8,13.9,85.3,93.3,76.0,2014-06-18T00:00:00-04:00,74.8,78.0,69.8,3.5,6.6,1.7,7,11590
19,67.0,94.0,36.0,us,69.0,72.9,67.1,81.5,87.9,75.8,20816,0.02,75.5,88.8,60.0,1011.9,1013.0,1009.7,0.0,15.0,17.2,14.1,77.7,83.9,70.9,2014-06-19T00:00:00-04:00,71.7,75.3,68.4,2.5,5.6,0.6,7,11590
20,34.0,85.0,19.0,us,58.2,67.4,51.1,74.8,83.4,64.5,20816,0.0,61.6,94.6,37.8,1012.2,1014.8,1009.5,0.0,10.4,14.2,7.9,73.8,83.4,64.5,2014-06-20T00:00:00-04:00,64.5,68.3,59.6,2.2,3.5,0.7,7,11590
21,71.0,100.0,31.0,us,61.3,63.7,58.3,71.4,76.5,67.0,20816,0.16,75.7,88.6,66.1,1009.2,1010.7,1007.9,0.0,11.5,12.5,10.3,69.5,72.3,67.0,2014-06-21T00:00:00-04:00,64.3,65.5,62.2,2.1,3.8,0.9,7,11590
22,56.0,100.0,24.0,us,62.1,63.3,59.9,73.7,81.9,65.9,20816,0.01,71.8,91.4,49.9,1010.3,1012.5,1008.3,0.0,11.8,12.3,10.9,72.3,80.8,65.9,2014-06-22T00:00:00-04:00,65.8,68.3,63.0,1.6,4.1,0.2,7,11590
23,34.0,53.0,15.0,us,61.0,64.9,58.4,74.6,83.6,62.4,20816,0.0,68.0,97.2,45.2,1014.8,1017.1,1012.1,0.0,11.3,13.0,10.3,73.4,83.0,62.4,2014-06-23T00:00:00-04:00,65.6,68.5,61.9,3.7,6.2,0.1,7,11590
24,42.0,62.0,23.0,us,64.8,69.0,59.8,78.2,90.2,64.6,20816,0.0,69.7,87.9,56.4,1015.0,1017.2,1011.6,0.0,13.0,15.0,10.8,75.8,85.6,64.6,2014-06-24T00:00:00-04:00,68.5,74.2,62.3,4.1,6.2,0.9,7,11590
0,59.0,86.0,20.0,us,71.2,72.9,68.8,84.3,95.5,75.8,20816,0.23,78.5,97.1,57.3,1009.1,1012.3,1005.5,0.0,16.3,17.3,14.9,79.0,88.5,70.7,2014-06-25T00:00:00-04:00,73.5,76.6,70.1,3.5,6.7,0.8,7,11590
1,52.0,100.0,31.0,us,67.1,72.0,63.2,81.1,88.3,69.9,20816,0.0,71.7,95.4,46.9,1009.1,1011.2,1006.9,0.0,14.2,16.7,12.3,78.0,86.2,69.9,2014-06-26T00:00:00-04:00,70.8,72.5,68.2,3.7,7.0,1.0,7,11590
2,48.0,100.0,28.0,us,66.4,69.3,63.4,79.8,89.5,68.0,20816,0.0,71.0,85.9,55.9,1014.2,1017.7,1011.0,0.0,13.7,15.1,12.3,76.9,85.1,68.0,2014-06-27T00:00:00-04:00,69.8,73.9,65.0,3.4,5.9,1.4,7,11590
3,28.0,38.0,14.0,us,60.7,64.5,57.0,76.2,85.7,62.9,20816,0.0,63.8,91.5,40.8,1019.6,1021.3,1018.3,0.0,11.2,12.8,9.7,75.2,85.3,62.9,2014-06-28T00:00:00-04:00,66.1,69.5,61.4,2.8,4.5,0.6,7,11590
4,41.0,72.0,15.0,us,58.0,61.1,55.3,76.6,85.1,63.4,20816,0.0,56.9,87.3,37.8,1018.6,1020.7,1015.8,0.0,10.1,11.3,9.2,75.8,85.1,63.4,2014-06-29T00:00:00-04:00,65.0,68.0,61.1,2.5,5.1,0.2,7,11590
5,54.0,100.0,21.0,us,65.3,69.2,57.7,81.5,92.0,69.0,20816,0.0,65.3,83.0,53.2,1013.0,1015.9,1010.0,0.0,13.3,15.2,10.0,78.3,87.3,69.0,2014-06-30T00:00:00-04:00,69.7,74.5,63.8,3.3,5.4,0.6,7,11590
6,47.0,71.0,15.0,us,70.5,73.0,67.0,88.3,100.7,76.3,20816,0.0,68.4,86.6,54.6,1007.9,1010.4,1005.3,0.0,15.9,17.4,14.1,82.4,91.5,72.0,2014-07-01T00:00:00-04:00,74.0,78.2,69.1,4.1,6.9,1.8,7,11590
7,43.0,97.0,10.0,us,72.6,75.3,70.5,90.3,106.1,79.6,20816,0.17,70.6,85.5,50.9,1007.4,1009.9,1006.1,0.0,17.1,18.7,15.9,83.6,94.7,75.8,2014-07-02T00:00:00-04:00,75.7,79.8,72.1,3.0,6.8,0.7,7,11590
8,69.0,97.0,41.0,us,71.6,75.3,69.6,82.6,97.9,76.0,20816,0.6,84.0,96.1,59.8,1009.9,1011.7,1008.6,0.0,16.5,18.7,15.4,77.3,89.0,71.2,2014-07-03T00:00:00-04:00,73.3,78.3,70.1,2.2,5.9,0.4,7,11590
9,47.0,88.0,1.0,us,60.1,71.3,49.6,75.0,79.4,67.2,20816,0.1,67.9,96.3,40.0,1012.8,1017.4,1010.7,0.0,11.3,16.3,7.5,72.9,78.9,67.2,2014-07-04T00:00:00-04:00,65.4,71.7,58.5,6.5,11.3,0.5,7,11590
10,3.0,19.0,1.0,us,50.4,54.5,48.3,71.6,82.5,58.1,20816,0.0,50.3,74.3,30.8,1018.9,1021.0,1017.2,0.0,7.7,8.9,7.1,71.2,82.5,58.1,2014-07-05T00:00:00-04:00,59.8,64.5,53.6,3.0,5.8,1.1,7,11590
11,29.0,98.0,8.0,us,57.6,61.7,54.8,75.0,86.9,59.7,20816,0.0,58.8,85.8,38.4,1014.2,1017.8,1009.5,0.0,10.0,11.6,9.0,74.3,86.8,59.7,2014-07-06T00:00:00-04:00,64.0,69.5,57.0,3.1,6.1,0.7,7,11590
12,51.0,100.0,18.0,us,63.8,65.9,61.9,84.9,94.9,76.0,20816,0.0,55.8,74.3,42.0,1008.1,1010.5,1005.3,0.0,12.6,13.6,11.7,81.8,91.5,70.9,2014-07-07T00:00:00-04:00,70.0,74.0,65.3,4.9,7.9,2.7,7,11590
13,53.0,99.0,30.0,us,66.4,69.1,63.3,85.5,99.1,69.1,20816,0.45,62.4,91.9,44.4,1005.7,1008.2,1002.9,0.0,13.9,15.2,12.4,81.5,93.2,69.1,2014-07-08T00:00:00-04:00,71.3,76.3,66.8,4.8,9.9,0.7,7,11590
14,74.0,100.0,46.0,us,69.3,71.4,67.1,79.9,91.7,70.0,20816,0.07,82.9,97.9,54.5,1008.5,1011.6,1006.3,0.0,15.2,16.3,14.1,75.3,87.0,70.0,2014-07-09T00:00:00-04:00,71.1,74.9,68.3,2.4,5.9,0.4,7,11590
15,73.0,98.0,48.0,us,68.3,70.4,66.1,77.6,90.4,67.9,20816,0.36,82.0,97.9,54.8,1013.4,1016.2,1011.1,0.0,14.6,15.7,13.5,74.8,85.7,67.9,2014-07-10T00:00:00-04:00,70.3,74.5,66.7,2.2,6.2,0.4,7,11590
16,59.0,100.0,37.0,us,66.3,68.5,63.0,77.6,89.2,64.6,20816,0.0,75.2,95.3,50.7,1017.3,1019.4,1015.5,0.0,13.6,14.6,12.1,75.6,86.1,64.6,2014-07-11T00:00:00-04:00,69.3,73.0,63.6,1.9,3.3,0.2,7,11590
17,35.0,54.0,12.0,us,69.3,71.7,67.9,82.8,93.7,68.7,20816,0.0,74.5,97.1,52.7,1017.8,1019.6,1015.3,0.0,15.1,16.3,14.3,78.8,88.5,68.7,2014-07-12T00:00:00-04:00,72.3,75.1,68.2,3.4,6.5,0.3,7,11590
18,60.0,92.0,20.0,us,70.4,72.7,68.7,86.6,99.9,76.2,20816,0.11,71.5,96.0,51.4,1012.4,1016.1,1009.0,0.0,15.8,17.0,14.8,81.3,91.8,71.6,2014-07-13T00:00:00-04:00,73.7,77.5,70.2,4.6,8.1,2.5,7,11590
19,70.0,94.0,31.0,us,72.9,74.7,70.6,84.7,100.8,76.5,20816,0.25,83.6,96.5,58.1,1007.9,1010.0,1005.1,0.0,17.2,18.3,15.9,78.8,90.7,72.0,2014-07-14T00:00:00-04:00,74.6,78.9,71.0,2.3,6.5,0.2,7,11590
20,77.0,100.0,40.0,us,72.2,74.1,69.5,81.9,94.9,75.8,20816,0.81,86.9,97.5,59.3,1004.6,1007.0,1003.0,0.0,16.9,18.0,15.4,76.8,87.8,70.8,2014-07-15T00:00:00-04:00,73.5,76.8,69.9,1.8,4.0,0.5,7,11590
21,55.0,83.0,24.0,us,60.8,69.8,55.6,74.0,79.8,65.6,20816,0.01,69.0,97.8,45.8,1007.3,1009.7,1004.3,0.0,11.5,15.5,9.4,72.8,79.1,65.6,2014-07-16T00:00:00-04:00,65.5,70.0,61.6,3.5,6.7,1.0,7,11590
22,27.0,100.0,7.0,us,56.7,59.0,54.8,72.2,80.2,60.9,20816,0.0,61.8,82.1,43.3,1012.8,1016.8,1009.5,0.0,9.7,10.6,9.1,71.3,79.8,60.9,2014-07-17T00:00:00-04:00,62.5,65.6,57.6,3.1,5.4,0.9,7,11590
23,43.0,90.0,8.0,us,57.2,59.3,54.5,73.7,83.5,60.9,20816,0.0,61.2,87.7,37.4,1018.3,1020.2,1016.0,0.0,9.8,10.6,8.9,72.9,83.5,60.9,2014-07-18T00:00:00-04:00,63.5,67.0,58.7,1.6,3.0,0.4,7,11590
24,79.0,93.0,36.0,us,59.9,63.0,57.1,76.5,81.9,67.9,20816,0.0,61.7,82.8,43.6,1017.9,1019.4,1016.4,0.0,10.8,12.1,9.8,74.5,81.5,67.9,2014-07-19T00:00:00-04:00,65.4,67.8,63.1,2.0,5.2,0.4,7,11590
0,90.0,100.0,53.0,us,65.7,68.1,62.6,76.6,83.3,67.7,20816,0.01,75.4,90.4,56.8,1015.3,1016.9,1014.0,0.0,13.3,14.5,12.0,74.4,81.1,67.7,2014-07-20T00:00:00-04:00,68.6,70.7,65.6,1.9,3.8,0.5,7,11590
1,72.0,100.0,27.0,us,67.2,68.6,65.5,79.5,87.4,69.6,20816,0.0,75.1,90.5,59.7,1017.1,1019.1,1015.4,0.0,14.0,14.8,13.2,76.0,83.7,69.6,2014-07-21T00:00:00-04:00,70.1,73.1,67.3,2.2,5.0,0.5,7,11590
2,71.0,100.0,23.0,us,69.8,71.5,67.7,82.0,90.8,75.5,20816,0.0,78.8,96.0,61.0,1016.5,1018.1,1013.9,0.0,15.4,16.3,14.3,77.3,85.5,70.0,2014-07-22T00:00:00-04:00,72.1,75.1,68.7,2.5,5.2,0.1,7,11590
3,49.0,88.0,27.0,us,70.8,73.5,68.2,87.0,102.4,76.3,20816,0.09,72.7,92.3,50.0,1009.8,1014.7,1004.9,0.0,16.0,17.6,14.6,81.2,93.2,71.8,2014-07-23T00:00:00-04:00,73.9,78.4,69.8,3.2,9.6,1.1,7,11590
4,74.0,100.0,34.0,us,65.8,70.9,60.4,77.2,80.4,66.4,20816,0.05,76.8,93.1,60.7,1008.4,1010.7,1006.6,0.0,13.6,16.1,11.1,73.9,78.2,66.4,2014-07-24T00:00:00-04:00,68.6,72.3,62.6,2.2,4.3,0.4,7,11590
5,17.0,58.0,3.0,us,56.3,60.3,53.0,72.1,82.9,59.3,20816,0.0,62.3,89.3,37.9,1012.6,1014.8,1009.9,0.0,9.6,11.1,8.4,71.4,82.9,59.3,2014-07-25T00:00:00-04:00,62.4,66.6,57.0,2.3,4.9,0.5,7,11590
6,61.0,90.0,7.0,us,63.3,68.9,57.7,78.3,88.4,67.6,20816,0.0,65.9,85.3,35.6,1010.6,1012.4,1008.2,0.0,12.4,15.0,10.1,76.9,88.4,67.6,2014-07-26T00:00:00-04:00,68.2,71.1,63.1,2.1,4.1,0.8,7,11590
7,78.0,91.0,46.0,us,70.6,72.5,67.5,82.3,92.1,75.5,20816,0.12,79.9,92.1,62.5,1004.7,1007.8,999.8,0.0,16.0,17.1,14.4,77.6,85.8,70.0,2014-07-27T00:00:00-04:00,72.7,75.8,68.3,3.4,6.4,1.2,7,11590
8,61.0,98.0,43.0,us,63.8,72.5,58.5,78.9,82.5,69.9,20816,0.03,67.8,92.4,46.6,1000.8,1005.9,998.2,0.0,12.8,17.1,10.5,76.2,81.6,69.9,2014-07-28T00:00:00-04:00,68.3,73.9,63.9,6.0,11.2,0.2,7,11590
9,39.0,61.0,14.0,us,53.0,59.5,49.6,68.5,76.4,60.7,20816,0.0,61.0,78.1,43.5,1009.5,1012.6,1006.1,0.0,8.6,10.8,7.5,67.6,74.0,60.7,2014-07-29T00:00:00-04:00,59.3,63.2,55.7,5.1,7.7,1.5,7,11590
10,48.0,62.0,36.0,us,53.3,57.3,51.3,68.7,79.5,55.0,20816,0.0,62.7,88.1,38.9,1013.7,1015.4,1012.5,0.0,8.6,9.9,7.9,67.9,79.3,55.0,2014-07-30T00:00:00-04:00,59.5,64.6,53.0,1.7,3.0,0.6,7,11590
11,44.0,68.0,30.0,us,60.2,65.3,57.4,74.9,85.9,60.9,20816,0.0,65.4,92.6,41.1,1014.7,1016.4,1013.8,0.0,11.0,13.2,10.0,73.9,85.5,60.9,2014-07-31T00:00:00-04:00,65.3,69.3,59.5,1.8,3.5,0.4,7,11590
12,82.0,92.0,51.0,us,65.8,68.9,62.9,77.6,80.7,75.7,20816,0.0,76.5,89.0,58.7,1017.5,1018.7,1015.9,0.0,13.4,14.9,12.1,73.8,78.7,70.6,2014-08-01T00:00:00-04:00,68.5,70.5,65.7,2.4,4.1,0.8,7,11590
13,81.0,100.0,39.0,us,65.1,68.1,61.2,73.0,82.2,63.7,20816,0.14,82.4,95.3,65.6,1016.0,1017.6,1014.2,0.0,13.1,14.5,11.4,71.0,79.3,63.7,2014-08-02T00:00:00-04:00,67.0,70.9,62.7,1.9,3.6,0.5,7,11590
14,62.0,99.0,21.0,us,68.3,69.7,65.3,77.1,84.6,68.3,20816,0.37,83.3,95.6,66.5,1013.9,1015.1,1012.1,0.0,14.6,15.4,13.1,74.0,81.0,68.3,2014-08-03T00:00:00-04:00,70.1,73.0,66.3,2.2,3.7,0.6,7,11590
15,51.0,100.0,20.0,us,65.4,66.9,63.4,76.0,87.0,64.6,20816,0.08,76.6,97.1,51.5,1014.7,1015.9,1013.4,0.0,13.2,13.9,12.3,74.2,84.6,64.6,2014-08-04T00:00:00-04:00,68.4,71.7,63.8,1.8,3.8,0.2,7,11590
16,41.0,100.0,24.0,us,64.4,69.3,60.0,78.5,89.8,65.2,20816,0.0,68.8,97.6,38.0,1012.4,1014.9,1009.4,0.0,12.8,15.2,11.0,77.3,89.0,65.2,2014-08-05T00:00:00-04:00,69.0,72.1,64.4,1.2,2.6,0.2,7,11590
17,63.0,100.0,34.0,us,65.1,67.7,63.0,75.6,84.6,65.1,20816,0.17,76.4,96.5,51.2,1009.8,1011.1,1008.5,0.0,13.2,14.4,12.2,73.7,82.9,65.1,2014-08-06T00:00:00-04:00,68.0,70.3,64.3,2.5,5.9,0.8,7,11590
18,30.0,70.0,12.0,us,61.1,67.7,54.8,75.0,82.7,66.7,20816,0.0,67.5,94.1,38.4,1011.4,1013.3,1009.5,0.0,11.5,14.4,9.1,74.1,82.7,66.7,2014-08-07T00:00:00-04:00,66.1,68.7,63.3,2.7,5.4,0.5,7,11590
19,39.0,78.0,11.0,us,58.6,62.0,54.1,73.8,83.1,62.0,20816,0.0,64.2,87.7,40.5,1015.0,1017.2,1013.7,0.0,10.4,11.7,8.8,72.7,82.7,62.0,2014-08-08T00:00:00-04:00,64.1,67.8,59.7,1.4,2.9,0.5,7,11590
20,51.0,100.0,22.0,us,64.1,66.8,61.0,75.8,85.6,63.9,20816,0.04,72.5,90.6,53.8,1015.3,1016.2,1014.0,0.0,12.7,13.9,11.3,74.0,83.3,63.9,2014-08-09T00:00:00-04:00,67.5,71.6,62.2,2.0,3.9,0.6,7,11590
21,42.0,100.0,15.0,us,64.4,67.4,61.8,78.1,87.1,65.8,20816,0.0,69.4,95.7,47.8,1015.6,1017.2,1013.8,0.0,12.8,14.1,11.6,76.2,85.2,65.8,2014-08-10T00:00:00-04:00,68.5,71.1,64.7,2.0,3.5,0.6,7,11590
22,56.0,84.0,10.0,us,63.2,65.8,61.0,74.0,83.9,62.2,20816,0.1,74.8,96.3,52.5,1014.7,1016.4,1012.7,0.0,12.2,13.4,11.3,72.4,82.1,62.2,2014-08-11T00:00:00-04:00,66.4,70.0,61.5,2.6,5.6,0.2,7,11590
23,87.0,100.0,76.0,us,69.3,71.9,66.2,74.3,79.8,68.2,20816,1.16,93.6,99.5,86.6,1008.2,1012.3,1004.3,0.0,15.2,16.7,13.6,71.2,75.7,68.2,2014-08-12T00:00:00-04:00,69.9,72.9,66.8,3.0,6.6,0.4,7,11590
24,62.0,100.0,23.0,us,64.1,71.7,56.4,77.1,81.7,67.6,20816,0.0,72.6,97.7,53.7,1005.5,1008.8,1002.9,0.0,12.9,16.6,9.6,74.2,80.1,67.6,2014-08-13T00:00:00-04:00,67.8,72.0,60.9,5.0,11.0,1.4,7,11590
0,39.0,97.0,10.0,us,55.4,59.4,52.4,70.9,81.7,58.1,20816,0.0,61.6,88.9,38.3,1009.1,1011.4,1006.3,0.0,9.3,10.7,8.3,70.3,81.7,58.1,2014-08-14T00:00:00-04:00,61.5,66.6,56.1,3.4,6.7,1.3,7,11590
1,15.0,59.0,3.0,us,51.4,57.2,47.7,68.7,78.9,56.2,20816,0.0,58.0,82.0,33.8,1011.4,1013.1,1010.0,0.0,8.0,9.9,7.0,68.2,78.9,56.2,2014-08-15T00:00:00-04:00,58.9,63.1,53.2,2.6,4.3,0.3,7,11590
2,29.0,48.0,15.0,us,54.5,58.1,50.6,71.4,81.8,58.5,20816,0.0,59.5,85.7,35.6,1011.6,1013.2,1009.6,0.0,9.0,10.2,7.7,70.9,81.8,58.5,2014-08-16T00:00:00-04:00,61.4,64.9,56.0,1.5,3.4,0.2,7,11590
3,70.0,100.0,45.0,us,64.9,68.8,58.6,77.5,88.9,65.9,20816,0.01,70.7,84.8,55.6,1009.2,1011.0,1007.2,0.0,13.1,15.0,10.4,75.4,85.2,65.9,2014-08-17T00:00:00-04:00,68.4,73.2,61.6,2.5,6.0,0.6,7,11590
4,61.0,100.0,26.0,us,64.4,65.6,63.1,77.1,85.1,66.5,20816,0.0,71.3,91.5,53.1,1008.1,1010.6,1005.0,0.0,12.9,13.4,12.2,74.8,83.0,66.5,2014-08-18T00:00:00-04:00,68.0,70.8,64.7,2.0,3.0,0.1,7,11590
5,81.0,100.0,32.0,us,67.7,69.7,66.2,78.9,86.5,68.8,20816,0.0,78.0,91.7,60.5,1007.0,1008.8,1004.7,0.0,14.4,15.4,13.7,75.3,82.8,68.8,2014-08-19T00:00:00-04:00,70.1,73.3,67.1,2.6,4.5,0.4,7,11590
6,85.0,100.0,51.0,us,66.3,68.3,64.4,76.5,88.7,67.7,20816,0.38,78.6,94.9,48.7,1010.4,1012.6,1008.4,0.0,13.7,14.7,12.8,74.2,86.2,67.7,2014-08-20T00:00:00-04:00,68.9,72.1,65.9,2.3,6.7,0.2,7,11590
7,71.0,98.0,50.0,us,68.3,72.0,64.3,77.6,93.8,64.8,20816,0.47,82.3,98.4,53.0,1013.1,1017.5,1011.0,0.0,14.8,16.6,12.7,74.8,87.6,64.8,2014-08-21T00:00:00-04:00,69.8,75.8,64.5,1.8,5.0,0.4,7,11590
8,82.0,100.0,53.0,us,68.9,71.2,66.1,79.4,88.0,68.5,20816,0.05,80.2,94.3,59.0,1012.4,1015.7,1010.2,0.0,15.2,16.2,13.6,75.9,84.0,68.5,2014-08-22T00:00:00-04:00,70.5,73.5,66.9,3.1,14.0,0.9,7,11590
9,88.0,100.0,49.0,us,67.1,69.0,65.3,71.8,77.0,67.4,20816,0.45,91.5,95.8,84.0,1013.0,1015.5,1010.6,0.0,14.0,14.8,13.2,69.7,73.0,67.4,2014-08-23T00:00:00-04:00,67.9,69.4,66.0,3.5,14.0,0.8,7,11590
10,65.0,100.0,7.0,us,62.3,65.2,59.4,71.6,79.3,64.7,20816,0.0,77.3,95.9,53.4,1015.7,1016.9,1014.2,0.0,11.8,13.1,10.7,70.4,77.7,64.7,2014-08-24T00:00:00-04:00,65.3,66.7,62.6,2.3,4.3,0.7,7,11590
11,20.0,41.0,7.0,us,59.7,62.5,55.3,71.7,81.8,60.1,20816,0.0,71.4,98.0,40.7,1016.9,1018.6,1015.8,0.0,10.8,11.9,9.2,70.9,81.8,60.1,2014-08-25T00:00:00-04:00,64.0,66.7,59.7,2.4,5.7,0.7,7,11590
12,8.0,21.0,3.0,us,61.9,65.4,58.8,74.8,87.3,60.6,20816,0.0,70.8,96.1,43.5,1016.4,1018.0,1014.4,0.0,11.7,13.2,10.4,73.4,86.2,60.6,2014-08-26T00:00:00-04:00,66.0,70.5,59.5,1.9,3.0,0.6,7,11590
13,16.0,44.0,3.0,us,65.1,69.2,61.2,77.8,91.8,62.3,20816,0.0,72.4,96.9,44.9,1012.2,1015.4,1008.5,0.0,13.1,15.2,11.4,75.9,88.5,62.3,2014-08-27T00:00:00-04:00,68.7,73.7,61.7,1.6,2.8,0.2,7,11590
14,35.0,57.0,3.0,us,62.8,69.7,55.2,78.4,83.0,67.0,20816,0.0,65.7,86.2,42.8,1010.8,1014.6,1008.1,0.0,12.3,15.4,9.2,76.0,82.4,67.0,2014-08-28T00:00:00-04:00,67.7,71.3,60.5,4.0,6.7,1.0,7,11590
15,21.0,94.0,3.0,us,55.0,57.4,52.5,69.6,80.8,56.9,20816,0.0,63.3,86.3,42.8,1017.3,1019.1,1014.9,0.0,9.1,9.9,8.3,68.9,80.7,56.9,2014-08-29T00:00:00-04:00,60.7,65.9,54.4,1.7,3.2,0.6,7,11590
16,76.0,100.0,31.0,us,66.2,71.3,58.3,76.1,87.0,65.0,20816,0.0,78.3,88.8,64.8,1018.2,1020.4,1015.4,0.0,13.7,16.2,10.2,73.5,82.7,65.0,2014-08-30T00:00:00-04:00,68.6,74.2,60.9,2.9,4.9,0.8,7,11590
17,69.0,100.0,26.0,us,72.0,73.9,70.9,84.2,98.4,77.0,20816,0.52,81.9,97.3,53.7,1013.9,1016.5,1011.3,0.0,16.6,17.7,15.9,78.8,90.3,72.5,2014-08-31T00:00:00-04:00,74.0,77.5,71.7,3.5,6.5,0.5,7,11590
18,73.0,100.0,30.0,us,72.8,74.9,71.0,85.3,96.7,76.9,20816,0.07,81.8,98.2,59.4,1011.9,1014.1,1009.3,0.0,17.2,18.4,16.4,79.4,88.5,72.3,2014-09-01T00:00:00-04:00,74.8,77.5,71.9,2.2,5.0,0.3,7,11590
